timestamp,equity
2025-11-08 12:54:00+00:00,0.0
2025-11-08 12:55:00+00:00,0.0
2025-11-08 12:56:00+00:00,0.0
2025-11-08 12:57:00+00:00,0.0
2025-11-08 12:58:00+00:00,-0.0002
2025-11-08 12:59:00+00:00,-0.0004
2025-11-08 13:00:00+00:00,-0.0004
2025-11-08 13:01:00+00:00,-0.0004
2025-11-08 13:02:00+00:00,-0.0004
2025-11-08 13:03:00+00:00,-0.0004
2025-11-08 13:04:00+00:00,-0.0004
2025-11-08 13:05:00+00:00,-0.0004
2025-11-08 13:06:00+00:00,-0.0006000000000000001
2025-11-08 13:07:00+00:00,-0.0008
2025-11-08 13:08:00+00:00,-0.0008
2025-11-08 13:09:00+00:00,-0.0008
2025-11-08 13:10:00+00:00,-0.0008
2025-11-08 13:11:00+00:00,-0.0008
2025-11-08 13:12:00+00:00,-0.0008
2025-11-08 13:13:00+00:00,-0.0008
2025-11-08 13:14:00+00:00,-0.0008
2025-11-08 13:15:00+00:00,-0.0008
2025-11-08 13:16:00+00:00,-0.0008
2025-11-08 13:17:00+00:00,-0.0008
2025-11-08 13:18:00+00:00,-0.0008
2025-11-08 13:19:00+00:00,-0.0008
2025-11-08 13:20:00+00:00,-0.0008
2025-11-08 13:21:00+00:00,-0.0008
2025-11-08 13:22:00+00:00,-0.0008
2025-11-08 13:23:00+00:00,-0.0008
2025-11-08 13:24:00+00:00,-0.0008
2025-11-08 13:25:00+00:00,-0.0008
2025-11-08 13:26:00+00:00,-0.0008
2025-11-08 13:27:00+00:00,-0.0008
2025-11-08 13:28:00+00:00,-0.0008
2025-11-08 13:29:00+00:00,-0.0008
2025-11-08 13:30:00+00:00,-0.0008
2025-11-08 13:31:00+00:00,-0.0008
2025-11-08 13:32:00+00:00,-0.0008
2025-11-08 13:33:00+00:00,-0.0008
2025-11-08 13:34:00+00:00,-0.0008
2025-11-08 13:35:00+00:00,-0.0008
2025-11-08 13:36:00+00:00,-0.0008
2025-11-08 13:37:00+00:00,-0.0008
2025-11-08 13:38:00+00:00,-0.0008
2025-11-08 13:39:00+00:00,-0.0008
2025-11-08 13:40:00+00:00,-0.0008
2025-11-08 13:41:00+00:00,-0.0008
2025-11-08 13:42:00+00:00,-0.0008
2025-11-08 13:43:00+00:00,-0.0008
2025-11-08 13:44:00+00:00,-0.0008
2025-11-08 13:45:00+00:00,-0.0008
2025-11-08 13:46:00+00:00,-0.0008
2025-11-08 13:47:00+00:00,-0.0008
2025-11-08 13:48:00+00:00,-0.0008
2025-11-08 13:49:00+00:00,-0.001
2025-11-08 13:50:00+00:00,-0.0012000000000000001
2025-11-08 13:51:00+00:00,-0.0012000000000000001
2025-11-08 13:52:00+00:00,-0.0012000000000000001
2025-11-08 13:53:00+00:00,-0.0012000000000000001
2025-11-08 13:54:00+00:00,-0.0012000000000000001
2025-11-08 13:55:00+00:00,-0.0012000000000000001
2025-11-08 13:56:00+00:00,-0.0012000000000000001
2025-11-08 13:57:00+00:00,-0.0012000000000000001
2025-11-08 13:58:00+00:00,-0.0012000000000000001
2025-11-08 13:59:00+00:00,-0.0012000000000000001
2025-11-08 14:00:00+00:00,-0.0012000000000000001
2025-11-08 14:01:00+00:00,-0.0012000000000000001
2025-11-08 14:02:00+00:00,-0.0012000000000000001
2025-11-08 14:03:00+00:00,-0.0012000000000000001
2025-11-08 14:04:00+00:00,-0.0012000000000000001
2025-11-08 14:05:00+00:00,-0.0012000000000000001
2025-11-08 14:06:00+00:00,-0.0012000000000000001
2025-11-08 14:07:00+00:00,-0.0012000000000000001
2025-11-08 14:08:00+00:00,-0.0012000000000000001
2025-11-08 14:09:00+00:00,-0.0012000000000000001
2025-11-08 14:10:00+00:00,-0.0012000000000000001
2025-11-08 14:11:00+00:00,-0.0012000000000000001
2025-11-08 14:12:00+00:00,-0.0012000000000000001
2025-11-08 14:13:00+00:00,-0.0012000000000000001
2025-11-08 14:14:00+00:00,-0.0012000000000000001
2025-11-08 14:15:00+00:00,-0.0012000000000000001
2025-11-08 14:16:00+00:00,-0.0012000000000000001
2025-11-08 14:17:00+00:00,-0.0012000000000000001
2025-11-08 14:18:00+00:00,-0.0012000000000000001
2025-11-08 14:19:00+00:00,-0.0012000000000000001
2025-11-08 14:20:00+00:00,-0.0014000000000000002
2025-11-08 14:21:00+00:00,-0.0016000000000000003
2025-11-08 14:22:00+00:00,-0.0016000000000000003
2025-11-08 14:23:00+00:00,-0.0016000000000000003
2025-11-08 14:24:00+00:00,-0.0016000000000000003
2025-11-08 14:25:00+00:00,-0.0018000000000000004
2025-11-08 14:26:00+00:00,-0.0020000000000000005
2025-11-08 14:27:00+00:00,-0.0020000000000000005
2025-11-08 14:28:00+00:00,-0.0020000000000000005
2025-11-08 14:29:00+00:00,-0.0020000000000000005
2025-11-08 14:30:00+00:00,-0.0020000000000000005
2025-11-08 14:31:00+00:00,-0.0020000000000000005
2025-11-08 14:32:00+00:00,-0.0020000000000000005
2025-11-08 14:33:00+00:00,-0.0020000000000000005
2025-11-08 14:34:00+00:00,-0.0022000000000000006
2025-11-08 14:35:00+00:00,-0.0024000000000000007
2025-11-08 14:36:00+00:00,-0.0024000000000000007
2025-11-08 14:37:00+00:00,-0.0024000000000000007
2025-11-08 14:38:00+00:00,-0.0024000000000000007
2025-11-08 14:39:00+00:00,-0.0024000000000000007
2025-11-08 14:40:00+00:00,-0.0024000000000000007
2025-11-08 14:41:00+00:00,-0.0024000000000000007
2025-11-08 14:42:00+00:00,-0.0024000000000000007
2025-11-08 14:43:00+00:00,-0.0024000000000000007
2025-11-08 14:44:00+00:00,-0.0024000000000000007
2025-11-08 14:45:00+00:00,-0.0024000000000000007
2025-11-08 14:46:00+00:00,-0.0024000000000000007
2025-11-08 14:47:00+00:00,-0.0024000000000000007
2025-11-08 14:48:00+00:00,-0.0024000000000000007
2025-11-08 14:49:00+00:00,-0.0024000000000000007
2025-11-08 14:50:00+00:00,-0.0024000000000000007
2025-11-08 14:51:00+00:00,-0.0024000000000000007
2025-11-08 14:52:00+00:00,-0.0024000000000000007
2025-11-08 14:53:00+00:00,-0.0026000000000000007
2025-11-08 14:54:00+00:00,-0.002800000000000001
2025-11-08 14:55:00+00:00,-0.002800000000000001
2025-11-08 14:56:00+00:00,-0.002800000000000001
2025-11-08 14:57:00+00:00,-0.002800000000000001
2025-11-08 14:58:00+00:00,-0.002800000000000001
2025-11-08 14:59:00+00:00,-0.002800000000000001
2025-11-08 15:00:00+00:00,-0.002800000000000001
