timestamp,open,high,low,close,volume
2025-10-30 00:35:00,194.08,194.08,194.08,194.08,0.087
2025-10-30 00:36:00,194.08,194.08,194.08,194.08,4.984
2025-10-30 00:37:00,194.03,194.03,194.03,194.03,0.515
2025-10-30 00:38:00,193.58,193.67,193.58,193.67,12.589
2025-10-30 00:39:00,193.2,193.2,193.2,193.2,0.019
2025-10-30 00:40:00,193.34,193.34,193.34,193.34,0.206
2025-10-30 00:41:00,193.47,193.47,193.47,193.47,0.087
2025-10-30 00:42:00,193.47,193.47,193.47,193.47,0.0
2025-10-30 00:43:00,193.47,193.47,193.47,193.47,0.0
2025-10-30 00:44:00,193.86,193.86,193.86,193.86,0.837
2025-10-30 00:45:00,193.86,193.86,193.86,193.86,0.0
2025-10-30 00:46:00,193.95,193.96,193.95,193.96,3.6
2025-10-30 00:47:00,193.96,193.96,193.96,193.96,0.0
2025-10-30 00:48:00,193.96,193.96,193.96,193.96,0.0
2025-10-30 00:49:00,193.96,193.96,193.96,193.96,0.0
2025-10-30 00:50:00,193.96,193.96,193.96,193.96,0.0
2025-10-30 00:51:00,193.96,193.96,193.96,193.96,0.0
2025-10-30 00:52:00,194.25,194.25,194.25,194.25,0.077
2025-10-30 00:53:00,194.44,194.44,194.39,194.39,0.374
2025-10-30 00:54:00,194.39,194.39,194.39,194.39,0.0
2025-10-30 00:55:00,194.38,194.39,194.38,194.39,1.0
2025-10-30 00:56:00,194.2,194.39,194.2,194.39,32.393
2025-10-30 00:57:00,194.47,194.47,194.47,194.47,0.649
2025-10-30 00:58:00,194.6,194.83,194.6,194.83,0.826
2025-10-30 00:59:00,194.83,194.83,194.83,194.83,0.0
2025-10-30 01:00:00,194.83,194.83,194.83,194.83,0.0
2025-10-30 01:01:00,194.43,194.43,194.43,194.43,0.016
2025-10-30 01:02:00,194.43,194.43,194.43,194.43,0.0
2025-10-30 01:03:00,194.43,194.43,194.43,194.43,0.0
2025-10-30 01:04:00,193.87,193.87,193.87,193.87,0.051
2025-10-30 01:05:00,193.87,193.87,193.87,193.87,0.0
2025-10-30 01:06:00,193.68,193.68,193.68,193.68,0.346
2025-10-30 01:07:00,193.68,193.68,193.68,193.68,0.0
2025-10-30 01:08:00,193.68,193.68,193.68,193.68,0.0
2025-10-30 01:09:00,193.68,193.68,193.68,193.68,0.0
2025-10-30 01:10:00,193.68,193.68,193.68,193.68,0.0
2025-10-30 01:11:00,194.78,194.78,194.78,194.78,0.077
2025-10-30 01:12:00,194.78,194.78,194.78,194.78,0.0
2025-10-30 01:13:00,194.78,194.78,194.78,194.78,0.0
2025-10-30 01:14:00,194.31,194.55,194.31,194.55,0.107
2025-10-30 01:15:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:16:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:17:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:18:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:19:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:20:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:21:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:22:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:23:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:24:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:25:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:26:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:27:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:28:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:29:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:30:00,194.55,194.55,194.55,194.55,0.0
2025-10-30 01:31:00,194.01,194.01,194.01,194.01,0.118
2025-10-30 01:32:00,194.01,194.01,194.01,194.01,0.0
2025-10-30 01:33:00,194.28,194.28,194.28,194.28,2.567
2025-10-30 01:34:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:35:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:36:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:37:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:38:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:39:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:40:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:41:00,194.28,194.28,194.28,194.28,0.0
2025-10-30 01:42:00,194.46,194.46,194.46,194.46,0.16
2025-10-30 01:43:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:44:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:45:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:46:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:47:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:48:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:49:00,194.46,194.46,194.46,194.46,0.0
2025-10-30 01:50:00,194.85,194.85,194.85,194.85,0.051
2025-10-30 01:51:00,194.85,195.16,194.85,195.16,1.775
2025-10-30 01:52:00,195.16,195.29,195.16,195.29,0.613
2025-10-30 01:53:00,195.42,195.42,195.17,195.17,0.457
2025-10-30 01:54:00,195.25,195.25,195.25,195.25,2.562
2025-10-30 01:55:00,195.42,195.72,195.42,195.72,0.763
2025-10-30 01:56:00,195.72,195.84,195.72,195.84,0.509
2025-10-30 01:57:00,195.92,195.92,195.92,195.92,0.694
2025-10-30 01:58:00,195.92,195.92,195.92,195.92,0.0
2025-10-30 01:59:00,195.92,195.92,195.92,195.92,0.0
2025-10-30 02:00:00,195.92,195.92,195.92,195.92,0.0
2025-10-30 02:01:00,195.92,195.92,195.92,195.92,0.0
2025-10-30 02:02:00,195.68,195.68,195.68,195.68,0.63
2025-10-30 02:03:00,195.68,195.68,195.68,195.68,0.0
