timestamp,open,high,low,close,volume
2025-10-30 00:32:00,110420.03,110420.03,110420.03,110420.03,0.0
2025-10-30 00:33:00,110420.03,110420.03,110420.03,110420.03,0.0
2025-10-30 00:34:00,110428.57,110428.57,110428.57,110428.57,0.00012
2025-10-30 00:35:00,110428.57,110428.57,110428.57,110428.57,0.0
2025-10-30 00:36:00,110428.57,110428.57,110428.57,110428.57,1e-05
2025-10-30 00:37:00,110444.12,110444.12,110444.12,110444.12,0.00028
2025-10-30 00:38:00,110444.1,110444.1,110444.1,110444.1,0.00063
2025-10-30 00:39:00,110443.97,110443.97,110443.28,110443.28,0.00012
2025-10-30 00:40:00,110442.67,110442.67,110442.67,110442.67,3e-05
2025-10-30 00:41:00,110442.71,110497.37,110163.66,110163.66,0.01934
2025-10-30 00:42:00,110534.55,110534.55,110534.37,110534.37,0.00059
2025-10-30 00:43:00,110534.32,110534.32,110534.32,110534.32,0.00082
2025-10-30 00:44:00,110492.95,110533.23,110492.95,110533.23,0.00022
2025-10-30 00:45:00,110532.33,110532.33,110532.33,110532.33,5e-05
2025-10-30 00:46:00,110531.89,110531.89,110531.51,110531.51,0.0001
2025-10-30 00:47:00,110530.73,110530.73,110530.69,110530.69,5e-05
2025-10-30 00:48:00,110530.35,110530.35,110430.82,110430.82,0.00224
2025-10-30 00:49:00,110569.25,110569.25,110569.14,110569.14,0.00025
2025-10-30 00:50:00,110568.53,110568.53,110568.53,110568.53,1e-05
2025-10-30 00:51:00,110568.32,110568.32,110568.32,110568.32,0.00013
2025-10-30 00:52:00,110567.99,110567.99,110459.94,110567.99,0.00032
2025-10-30 00:53:00,110567.99,110567.99,110567.99,110567.99,0.0
2025-10-30 00:54:00,110567.9,110567.9,110567.9,110567.9,7e-05
2025-10-30 00:55:00,110567.56,110567.56,110567.56,110567.56,0.0004
2025-10-30 00:56:00,110566.97,110566.97,110566.97,110566.97,6e-05
2025-10-30 00:57:00,110567.99,110567.99,110567.99,110567.99,0.00018
2025-10-30 00:58:00,110567.99,110567.99,110567.99,110567.99,0.0003
2025-10-30 00:59:00,110567.99,110567.99,110567.99,110567.99,0.00045
2025-10-30 01:00:00,110499.0,110567.72,110499.0,110567.72,0.00143
2025-10-30 01:01:00,110567.54,110567.54,110567.54,110567.54,8e-05
2025-10-30 01:02:00,110567.52,110567.99,110434.84,110434.84,0.00176
2025-10-30 01:03:00,110567.45,110567.45,110567.09,110567.09,0.00041
2025-10-30 01:04:00,110566.91,110566.91,110366.82,110366.82,0.06411
2025-10-30 01:05:00,110258.27,110565.6,110258.27,110565.6,0.00019
2025-10-30 01:06:00,110564.62,110564.62,110564.54,110564.54,0.0006
2025-10-30 01:07:00,110256.26,110564.39,110256.26,110564.34,0.00299
2025-10-30 01:08:00,110564.23,110564.23,110564.0,110564.0,0.00058
2025-10-30 01:09:00,110256.75,110256.75,110256.75,110256.75,0.00032
2025-10-30 01:10:00,110564.02,110626.6,110564.01,110626.6,0.00651
2025-10-30 01:11:00,110626.6,110626.6,110626.6,110626.6,0.0
2025-10-30 01:12:00,110625.45,110625.45,110625.39,110625.39,0.01668
2025-10-30 01:13:00,110624.96,110624.96,110624.74,110624.74,0.0003
2025-10-30 01:14:00,110624.45,110624.45,110624.21,110624.21,0.00021
2025-10-30 01:15:00,110623.54,110623.54,110623.46,110623.46,0.00022
2025-10-30 01:16:00,110623.46,110623.46,110623.46,110623.46,0.00045
2025-10-30 01:17:00,110623.38,110623.38,110623.38,110623.38,9e-05
2025-10-30 01:18:00,110623.38,110623.38,110623.38,110623.38,0.0
2025-10-30 01:19:00,110623.38,110623.38,110623.38,110623.38,0.0
2025-10-30 01:20:00,110304.59,110304.59,110304.59,110304.59,9e-05
2025-10-30 01:21:00,110304.59,110304.59,110304.59,110304.59,0.0
2025-10-30 01:22:00,110308.08,110308.08,110308.08,110308.08,4e-05
2025-10-30 01:23:00,110308.08,110308.08,110308.08,110308.08,0.0
2025-10-30 01:24:00,110619.24,110619.24,110619.16,110619.16,0.01198
2025-10-30 01:25:00,110618.46,110618.46,110618.39,110618.39,0.00028
2025-10-30 01:26:00,110312.77,110312.77,110312.77,110312.77,2e-05
2025-10-30 01:27:00,110313.17,110313.17,110313.17,110313.17,0.00027
2025-10-30 01:28:00,110313.17,110313.17,110313.17,110313.17,0.0
2025-10-30 01:29:00,110313.17,110313.17,110313.17,110313.17,0.0
2025-10-30 01:30:00,110313.17,110313.17,110313.17,110313.17,0.0
2025-10-30 01:31:00,110315.85,110315.85,110315.84,110315.84,0.0005
2025-10-30 01:32:00,110316.77,110316.77,110316.77,110316.77,0.00015
2025-10-30 01:33:00,110317.02,110317.25,110317.02,110317.25,0.007
2025-10-30 01:34:00,110317.25,110317.25,110317.25,110317.25,0.0
2025-10-30 01:35:00,110603.69,110603.69,110603.69,110603.69,0.0001
2025-10-30 01:36:00,110603.69,110603.69,110603.69,110603.69,0.0
2025-10-30 01:37:00,110603.69,110603.69,110603.69,110603.69,0.0
2025-10-30 01:38:00,110329.93,110330.98,110329.93,110330.98,0.11127
2025-10-30 01:39:00,110602.68,110602.69,110602.68,110602.69,0.03617
2025-10-30 01:40:00,110602.69,110602.69,110602.69,110602.69,0.0
2025-10-30 01:41:00,110602.69,110602.69,110602.69,110602.69,0.0
2025-10-30 01:42:00,110603.61,110603.61,110603.61,110603.61,0.00936
2025-10-30 01:43:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:44:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:45:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:46:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:47:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:48:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:49:00,110603.61,110603.61,110603.61,110603.61,0.0
2025-10-30 01:50:00,110603.71,110603.71,110603.71,110603.71,0.00025
2025-10-30 01:51:00,110626.64,110626.64,110626.64,110626.64,0.00036
2025-10-30 01:52:00,110626.66,110647.49,110626.66,110647.49,0.00246
2025-10-30 01:53:00,110647.49,110647.49,110647.49,110647.49,0.00904
2025-10-30 01:54:00,110647.49,110647.49,110647.49,110647.49,0.0
2025-10-30 01:55:00,110647.49,110647.49,110647.49,110647.49,0.0
2025-10-30 01:56:00,110647.5,110647.5,110647.5,110647.5,0.00016
2025-10-30 01:57:00,110647.5,110647.5,110647.5,110647.5,0.0
2025-10-30 01:58:00,110746.28,110746.28,110746.28,110746.28,0.00041
2025-10-30 01:59:00,110746.28,110746.28,110746.28,110746.28,0.0
2025-10-30 02:00:00,110742.58,110742.58,110742.58,110742.58,0.00054
2025-10-30 02:01:00,110362.01,110740.48,110362.01,110740.48,0.00089
2025-10-30 02:02:00,110285.95,110737.92,110285.95,110737.92,0.00147
2025-10-30 02:03:00,110737.92,110737.92,110737.92,110737.92,0.0
2025-10-30 02:04:00,110736.26,110736.26,110736.26,110736.26,5e-05
2025-10-30 02:05:00,110734.51,110734.51,110734.12,110734.13,0.00048
2025-10-30 02:06:00,110734.13,110734.13,110734.13,110734.13,0.0
2025-10-30 02:07:00,110734.13,110734.13,110734.13,110734.13,0.0
2025-10-30 02:08:00,110734.13,110734.13,110734.13,110734.13,0.0
2025-10-30 02:09:00,110728.09,110728.09,110728.09,110728.09,0.00018
2025-10-30 02:10:00,110726.53,110726.53,110725.93,110725.93,0.00017
2025-10-30 02:11:00,110723.89,110723.89,110723.89,110723.89,0.00045
2025-10-30 02:12:00,110294.48,110294.48,110294.48,110294.48,9e-05
2025-10-30 02:13:00,110300.58,110300.58,110300.58,110300.58,0.00012
2025-10-30 02:14:00,110723.23,110723.23,110723.05,110723.05,0.00025
2025-10-30 02:15:00,110722.65,110722.65,110722.65,110722.65,0.00059
2025-10-30 02:16:00,110722.65,110722.65,110722.65,110722.65,0.0
2025-10-30 02:17:00,110722.65,110722.65,110722.65,110722.65,0.0
2025-10-30 02:18:00,110722.33,110755.1,110495.01,110495.01,0.02414
2025-10-30 02:19:00,110495.01,110495.01,110495.01,110495.01,0.0
2025-10-30 02:20:00,110495.01,110495.01,110495.01,110495.01,0.0
2025-10-30 02:21:00,110495.01,110495.01,110495.01,110495.01,0.0
2025-10-30 02:22:00,110495.01,110495.01,110495.01,110495.01,0.0
2025-10-30 02:23:00,110495.01,110495.01,110495.01,110495.01,0.0
2025-10-30 02:24:00,110817.12,110817.12,110507.78,110507.78,0.00133
2025-10-30 02:25:00,110844.18,110853.26,110844.18,110853.26,0.00021
2025-10-30 02:26:00,110853.26,110857.14,110853.26,110857.14,0.00036
2025-10-30 02:27:00,110575.76,110575.76,110575.76,110575.76,3e-05
