bar,open,high,low,close,volume
,sol-usd,sol-usd,sol-usd,sol-usd,sol-usd
2025-08-29 00:00:00+00:00,214.41416931152344,214.6184539794922,214.35595703125,214.6184539794922,0
2025-08-29 00:05:00+00:00,214.60421752929688,214.9969024658203,214.60421752929688,214.8882598876953,9490432
2025-08-29 00:10:00+00:00,214.7331085205078,215.45556640625,214.7331085205078,215.45370483398438,26275840
2025-08-29 00:15:00+00:00,215.45892333984375,215.6916046142578,215.41017150878906,215.6916046142578,50727936
2025-08-29 00:20:00+00:00,215.68899536132812,215.68899536132812,215.0747528076172,215.07725524902344,18038784
2025-08-29 00:25:00+00:00,214.92564392089844,215.85252380371094,214.92564392089844,215.85252380371094,26321920
2025-08-29 00:30:00+00:00,216.08909606933594,216.56195068359375,215.91868591308594,215.91868591308594,126092288
2025-08-29 00:35:00+00:00,215.83033752441406,215.9517822265625,215.83033752441406,215.83595275878906,0
2025-08-29 00:40:00+00:00,215.66436767578125,215.66436767578125,215.58859252929688,215.65771484375,27098112
2025-08-29 00:45:00+00:00,215.62612915039062,215.62612915039062,215.1833953857422,215.1833953857422,1537024
2025-08-29 00:50:00+00:00,215.1542205810547,215.1542205810547,215.06838989257812,215.06838989257812,0
2025-08-29 00:55:00+00:00,214.6770782470703,214.6947784423828,214.60491943359375,214.67100524902344,0
2025-08-29 01:00:00+00:00,214.7339630126953,215.07717895507812,214.72084045410156,214.72084045410156,0
2025-08-29 01:05:00+00:00,214.63241577148438,214.63241577148438,214.48204040527344,214.48204040527344,9115648
2025-08-29 01:10:00+00:00,213.83755493164062,213.83755493164062,213.6324005126953,213.67062377929688,12354560
2025-08-29 01:15:00+00:00,213.71319580078125,213.83302307128906,213.1708221435547,213.1708221435547,1776640
2025-08-29 01:20:00+00:00,213.18446350097656,213.18446350097656,212.6353759765625,212.6426239013672,3344384
2025-08-29 01:25:00+00:00,212.43826293945312,212.7631378173828,212.43826293945312,212.7360076904297,31737856
2025-08-29 01:30:00+00:00,212.7291259765625,213.41925048828125,212.7291259765625,213.41925048828125,19298304
2025-08-29 01:35:00+00:00,213.589599609375,213.91481018066406,213.589599609375,213.91481018066406,8622080
2025-08-29 01:40:00+00:00,213.85061645507812,214.63584899902344,213.85061645507812,214.63584899902344,24303616
2025-08-29 01:45:00+00:00,214.6387176513672,214.80880737304688,214.28125,214.28125,1029120
2025-08-29 01:50:00+00:00,214.20497131347656,214.23550415039062,214.09332275390625,214.09332275390625,23992320
2025-08-29 01:55:00+00:00,213.9741668701172,213.9741668701172,213.8271026611328,213.86265563964844,11472896
2025-08-29 02:00:00+00:00,213.80189514160156,213.80189514160156,213.49114990234375,213.49114990234375,0
2025-08-29 02:05:00+00:00,213.6190185546875,214.140625,213.6190185546875,214.11549377441406,23604224
2025-08-29 02:10:00+00:00,214.24559020996094,214.90768432617188,214.24559020996094,214.90768432617188,24070144
2025-08-29 02:15:00+00:00,215.14447021484375,216.15386962890625,215.14447021484375,215.3799285888672,62734336
2025-08-29 02:20:00+00:00,215.41583251953125,216.13211059570312,215.41583251953125,216.13211059570312,42783744
2025-08-29 02:25:00+00:00,216.96998596191406,216.96998596191406,216.85546875,216.85546875,75417600
2025-08-29 02:30:00+00:00,216.8212890625,216.8212890625,216.15658569335938,216.15658569335938,12443648
2025-08-29 02:35:00+00:00,216.18865966796875,216.18865966796875,215.99290466308594,215.99290466308594,9198592
2025-08-29 02:40:00+00:00,215.8800048828125,216.3437957763672,215.8800048828125,216.3437957763672,25285632
2025-08-29 02:45:00+00:00,216.2764892578125,216.3036651611328,216.17242431640625,216.17242431640625,36868096
2025-08-29 02:50:00+00:00,216.16656494140625,216.2042694091797,216.1286163330078,216.1286163330078,20123648
2025-08-29 02:55:00+00:00,215.8187713623047,215.8803253173828,215.6845245361328,215.6845245361328,18727936
2025-08-29 03:00:00+00:00,215.64529418945312,215.64529418945312,215.4865264892578,215.5514373779297,2498560
2025-08-29 03:05:00+00:00,215.49118041992188,215.49118041992188,214.59938049316406,214.78895568847656,7438336
2025-08-29 03:10:00+00:00,215.11590576171875,215.295166015625,215.11590576171875,215.16893005371094,21639168
2025-08-29 03:15:00+00:00,214.89337158203125,214.9387664794922,214.8433380126953,214.9387664794922,7287808
2025-08-29 03:20:00+00:00,215.03814697265625,215.53367614746094,215.03814697265625,215.52621459960938,9725952
2025-08-29 03:25:00+00:00,216.09352111816406,216.09352111816406,215.9080047607422,215.9113311767578,38341632
2025-08-29 03:30:00+00:00,215.888671875,215.96888732910156,215.7333526611328,215.7333526611328,0
2025-08-29 03:35:00+00:00,215.67584228515625,215.9059600830078,215.6719970703125,215.9059600830078,3474432
2025-08-29 03:40:00+00:00,216.46022033691406,216.81124877929688,216.46022033691406,216.81124877929688,34886656
2025-08-29 03:45:00+00:00,216.7513885498047,216.7513885498047,216.6824951171875,216.69717407226562,32996352
2025-08-29 03:50:00+00:00,216.7672882080078,216.99929809570312,216.7672882080078,216.99929809570312,23337984
2025-08-29 03:55:00+00:00,217.3031463623047,217.3031463623047,217.03317260742188,217.07521057128906,24245248
2025-08-29 04:00:00+00:00,217.017578125,217.04075622558594,216.93507385253906,216.94610595703125,0
2025-08-29 04:05:00+00:00,216.9336395263672,217.03567504882812,216.89859008789062,216.89859008789062,8096768
2025-08-29 04:10:00+00:00,216.6660919189453,216.71653747558594,216.47593688964844,216.49317932128906,10939392
2025-08-29 04:15:00+00:00,216.42694091796875,216.8400115966797,216.42694091796875,216.8400115966797,4669440
2025-08-29 04:20:00+00:00,216.90432739257812,217.3106231689453,216.90432739257812,217.3106231689453,24579072
2025-08-29 04:25:00+00:00,217.5673370361328,217.83670043945312,217.5673370361328,217.80838012695312,47817728
2025-08-29 04:30:00+00:00,217.73782348632812,217.73782348632812,217.53501892089844,217.58343505859375,24107008
2025-08-29 04:35:00+00:00,217.55889892578125,217.55889892578125,217.41329956054688,217.46067810058594,8550400
2025-08-29 04:40:00+00:00,217.47015380859375,217.61904907226562,217.47015380859375,217.61904907226562,0
2025-08-29 04:45:00+00:00,217.57089233398438,217.66343688964844,217.57089233398438,217.61473083496094,0
2025-08-29 04:50:00+00:00,217.58338928222656,217.61489868164062,217.43630981445312,217.43630981445312,0
2025-08-29 04:55:00+00:00,216.95602416992188,216.95602416992188,216.52847290039062,216.56666564941406,0
2025-08-29 05:00:00+00:00,216.91683959960938,216.91683959960938,216.64846801757812,216.64846801757812,0
2025-08-29 05:05:00+00:00,216.61404418945312,216.61404418945312,216.36080932617188,216.43896484375,0
2025-08-29 05:10:00+00:00,216.4337615966797,216.4337615966797,216.32276916503906,216.35745239257812,0
2025-08-29 05:15:00+00:00,216.3058624267578,216.3058624267578,215.44505310058594,215.44505310058594,0
2025-08-29 05:20:00+00:00,215.5548095703125,215.5756378173828,215.4161834716797,215.4161834716797,8282112
2025-08-29 05:25:00+00:00,215.1883544921875,215.1883544921875,215.01422119140625,215.04185485839844,0
2025-08-29 05:30:00+00:00,215.0865478515625,215.27992248535156,215.0865478515625,215.27992248535156,0
2025-08-29 05:35:00+00:00,215.225341796875,215.225341796875,214.8629608154297,215.0498046875,0
2025-08-29 05:40:00+00:00,215.48951721191406,215.48951721191406,215.3251953125,215.36929321289062,0
2025-08-29 05:45:00+00:00,215.34414672851562,216.1179962158203,215.34414672851562,216.1179962158203,3587072
2025-08-29 05:50:00+00:00,216.08242797851562,216.08242797851562,215.79531860351562,215.79531860351562,0
2025-08-29 05:55:00+00:00,215.41482543945312,215.58514404296875,215.39053344726562,215.58514404296875,0
2025-08-29 06:00:00+00:00,215.6036834716797,215.91015625,215.5913848876953,215.5913848876953,0
2025-08-29 06:05:00+00:00,215.56192016601562,215.56192016601562,215.28619384765625,215.28619384765625,0
2025-08-29 06:10:00+00:00,215.01832580566406,215.01832580566406,214.5997314453125,214.6111297607422,0
2025-08-29 06:15:00+00:00,214.4732666015625,214.4732666015625,213.36114501953125,213.36114501953125,53129216
2025-08-29 06:20:00+00:00,213.3360137939453,213.3360137939453,213.05657958984375,213.13290405273438,9411584
2025-08-29 06:25:00+00:00,213.2274932861328,213.2274932861328,213.16175842285156,213.1756591796875,0
2025-08-29 06:30:00+00:00,213.1556854248047,213.1556854248047,213.03591918945312,213.03591918945312,0
2025-08-29 06:35:00+00:00,213.03990173339844,213.25271606445312,212.94061279296875,213.25271606445312,29878272
2025-08-29 06:40:00+00:00,213.75521850585938,214.20745849609375,213.75521850585938,214.20745849609375,141139968
2025-08-29 06:45:00+00:00,214.3474884033203,214.91738891601562,214.3474884033203,214.82891845703125,182466560
2025-08-29 06:50:00+00:00,214.81796264648438,214.81796264648438,214.36549377441406,214.36549377441406,54941696
2025-08-29 06:55:00+00:00,213.79617309570312,213.79617309570312,213.3079833984375,213.3079833984375,0
2025-08-29 07:00:00+00:00,213.2340850830078,213.2340850830078,211.68324279785156,211.68324279785156,4338688
2025-08-29 07:05:00+00:00,212.00994873046875,212.00994873046875,211.3910369873047,211.3910369873047,42567680
2025-08-29 07:10:00+00:00,210.32545471191406,210.54388427734375,209.8658905029297,209.8658905029297,64707584
